t_s,U1_mV,U2_mV,U3_mV
1.179744,-26173.290,-267691.237,293864.527
1.179872,-13097.267,-274914.235,288011.502
1.180000,-0.000,-281691.320,281691.320
1.180128,13097.267,-288011.502,274914.235
1.180256,26173.290,-293864.527,267691.237
1.180385,39206.860,-299240.903,260034.044
1.180513,52176.836,-304131.910,251955.074
1.180641,65062.181,-308529.613,243467.432
1.180769,77841.995,-312426.880,234584.885
1.180897,90495.549,-315817.390,225321.840
1.181026,103002.319,-318695.643,215693.323
1.181154,115342.019,-321056.970,205714.950
1.181282,127494.634,-322897.541,195402.907
1.181410,139440.452,-324214.372,184773.920
1.181538,151160.097,-325005.325,173845.229
1.181667,162634.560,-325269.119,162634.560
1.181795,173845.229,-325005.325,151160.097
1.181923,184773.920,-324214.372,139440.452
1.182051,195402.907,-322897.541,127494.634
1.182179,205714.950,-321056.970,115342.019
1.182308,215693.323,-318695.643,103002.319
1.182436,225321.840,-315817.390,90495.549
1.182564,234584.885,-312426.880,77841.995
1.182692,243467.432,-308529.613,65062.181
1.182821,251955.074,-304131.910,52176.836
1.182949,260034.044,-299240.903,39206.860
1.183077,267691.237,-293864.527,26173.290
1.183205,274914.235,-288011.502,13097.267
1.183333,281691.320,-281691.320,-0.000
1.183462,288011.502,-274914.235,-13097.267
1.183590,293864.527,-267691.237,-26173.290
1.183718,299240.903,-260034.044,-39206.860
1.183846,304131.910,-251955.074,-52176.836
1.183974,308529.613,-243467.432,-65062.181
1.184103,312426.880,-234584.885,-77841.995
1.184231,315817.390,-225321.840,-90495.549
1.184359,318695.643,-215693.323,-103002.319
1.184487,321056.970,-205714.950,-115342.019
1.184615,322897.541,-195402.907,-127494.634
1.184744,324214.372,-184773.920,-139440.452
1.184872,325005.325,-173845.229,-151160.097
1.185000,325269.119,-162634.560,-162634.560
1.185128,325005.325,-151160.097,-173845.229
1.185256,324214.372,-139440.452,-184773.920
1.185385,322897.541,-127494.634,-195402.907
1.185513,321056.970,-115342.019,-205714.950
1.185641,318695.643,-103002.319,-215693.323
1.185769,315817.390,-90495.549,-225321.840
1.185897,312426.880,-77841.995,-234584.885
1.186026,308529.613,-65062.181,-243467.432
1.186154,304131.910,-52176.836,-251955.074
1.186282,299240.903,-39206.860,-260034.044
1.186410,293864.527,-26173.290,-267691.237
1.186538,288011.502,-13097.267,-274914.235
1.186667,281691.320,0.000,-281691.320
1.186795,274914.235,13097.267,-288011.502
1.186923,267691.237,26173.290,-293864.527
1.187051,260034.044,39206.860,-299240.903
1.187179,251955.074,52176.836,-304131.910
1.187308,243467.432,65062.181,-308529.613
1.187436,234584.885,77841.995,-312426.880
1.187564,225321.840,90495.549,-315817.390
1.187692,215693.323,103002.319,-318695.643
1.187821,205714.950,115342.019,-321056.970
1.187949,195402.907,127494.634,-322897.541
1.188077,184773.920,139440.452,-324214.372
1.188205,173845.229,151160.097,-325005.325
1.188333,162634.560,162634.560,-325269.119
1.188462,151160.097,173845.229,-325005.325
1.188590,139440.452,184773.920,-324214.372
1.188718,127494.634,195402.907,-322897.541
1.188846,115342.019,205714.950,-321056.970
1.188974,103002.319,215693.323,-318695.643
1.189103,90495.549,225321.840,-315817.390
1.189231,77841.995,234584.885,-312426.880
1.189359,65062.181,243467.432,-308529.613
1.189487,52176.836,251955.074,-304131.910
1.189615,39206.860,260034.044,-299240.903
1.189744,26173.290,267691.237,-293864.527
1.189872,13097.267,274914.235,-288011.502
1.190000,-0.000,281691.320,-281691.320
1.190128,-13097.267,288011.502,-274914.235
1.190256,-26173.290,293864.527,-267691.237
1.190385,-39206.860,299240.903,-260034.044
1.190513,-52176.836,304131.910,-251955.074
1.190641,-65062.181,308529.613,-243467.432
1.190769,-77841.995,312426.880,-234584.885
1.190897,-90495.549,315817.390,-225321.840
1.191026,-103002.319,318695.643,-215693.323
1.191154,-115342.019,321056.970,-205714.950
1.191282,-127494.634,322897.541,-195402.907
1.191410,-139440.452,324214.372,-184773.920
1.191538,-151160.097,325005.325,-173845.229
1.191667,-162634.560,325269.119,-162634.560
1.191795,-173845.229,325005.325,-151160.097
1.191923,-184773.920,324214.372,-139440.452
1.192051,-195402.907,322897.541,-127494.634
1.192179,-205714.950,321056.970,-115342.019
1.192308,-215693.323,318695.643,-103002.319
1.192436,-225321.840,315817.390,-90495.549
1.192564,-234584.885,312426.880,-77841.995
1.192692,-243467.432,308529.613,-65062.181
1.192821,-251955.074,304131.910,-52176.836
1.192949,-260034.044,299240.903,-39206.860
1.193077,-267691.237,293864.527,-26173.290
1.193205,-274914.235,288011.502,-13097.267
1.193333,-281691.320,281691.320,0.000
1.193462,-288011.502,274914.235,13097.267
1.193590,-293864.527,267691.237,26173.290
1.193718,-299240.903,260034.044,39206.860
1.193846,-304131.910,251955.074,52176.836
1.193974,-308529.613,243467.432,65062.181
1.194103,-312426.880,234584.885,77841.995
1.194231,-315817.390,225321.840,90495.549
1.194359,-318695.643,215693.323,103002.319
1.194487,-321056.970,205714.950,115342.019
1.194615,-322897.541,195402.907,127494.634
1.194744,-324214.372,184773.920,139440.452
1.194872,-325005.325,173845.229,151160.097
1.195000,-325269.119,162634.560,162634.560
1.195128,-325005.325,151160.097,173845.229
1.195256,-324214.372,139440.452,184773.920
1.195385,-322897.541,127494.634,195402.907
1.195513,-321056.970,115342.019,205714.950
1.195641,-318695.643,103002.319,215693.323
1.195769,-315817.390,90495.549,225321.840
1.195897,-312426.880,77841.995,234584.885
1.196026,-308529.613,65062.181,243467.432
1.196154,-304131.910,52176.836,251955.074
1.196282,-299240.903,39206.860,260034.044
1.196410,-293864.527,26173.290,267691.237
1.196538,-288011.502,13097.267,274914.235
1.196667,-281691.320,-0.000,281691.320
1.196795,-274914.235,-13097.267,288011.502
1.196923,-267691.237,-26173.290,293864.527
1.197051,-260034.044,-39206.860,299240.903
1.197179,-251955.074,-52176.836,304131.910
1.197308,-243467.432,-65062.181,308529.613
1.197436,-234584.885,-77841.995,312426.880
1.197564,-225321.840,-90495.549,315817.390
1.197692,-215693.323,-103002.319,318695.643
1.197821,-205714.950,-115342.019,321056.970
1.197949,-195402.907,-127494.634,322897.541
1.198077,-184773.920,-139440.452,324214.372
1.198205,-173845.229,-151160.097,325005.325
1.198333,-162634.560,-162634.560,325269.119
1.198462,-151160.097,-173845.229,325005.325
1.198590,-139440.452,-184773.920,324214.372
1.198718,-127494.634,-195402.907,322897.541
1.198846,-115342.019,-205714.950,321056.970
1.198974,-103002.319,-215693.323,318695.643
1.199103,-90495.549,-225321.840,315817.390
1.199231,-77841.995,-234584.885,312426.880
1.199359,-65062.181,-243467.432,308529.613
1.199487,-52176.836,-251955.074,304131.910
1.199615,-39206.860,-260034.044,299240.903
1.199744,-26173.290,-267691.237,293864.527
1.199872,-13097.267,-274914.235,288011.502
1.200000,0.000,-281691.320,281691.320
1.200128,13097.267,-288011.502,274914.235
1.200256,26173.290,-293864.527,267691.237
1.200385,39206.860,-299240.903,260034.044
1.200513,52176.836,-304131.910,251955.074
1.200641,65062.181,-308529.613,243467.432
1.200769,77841.995,-312426.880,234584.885
1.200897,90495.549,-315817.390,225321.840
1.201026,103002.319,-318695.643,215693.323
1.201154,115342.019,-321056.970,205714.950
1.201282,127494.634,-322897.541,195402.907
1.201410,139440.452,-324214.372,184773.920
1.201538,151160.097,-325005.325,173845.229
1.201667,162634.560,-325269.119,162634.560
1.201795,173845.229,-325005.325,151160.097
1.201923,184773.920,-324214.372,139440.452
1.202051,195402.907,-322897.541,127494.634
1.202179,205714.950,-321056.970,115342.019
1.202308,215693.323,-318695.643,103002.319
1.202436,225321.840,-315817.390,90495.549
1.202564,234584.885,-312426.880,77841.995
1.202692,243467.432,-308529.613,65062.181
1.202821,251955.074,-304131.910,52176.836
1.202949,260034.044,-299240.903,39206.860
1.203077,267691.237,-293864.527,26173.290
1.203205,274914.235,-288011.502,13097.267
1.203333,281691.320,-281691.320,-0.000
1.203462,288011.502,-274914.235,-13097.267
1.203590,293864.527,-267691.237,-26173.290
1.203718,299240.903,-260034.044,-39206.860
1.203846,304131.910,-251955.074,-52176.836
1.203974,308529.613,-243467.432,-65062.181
1.204103,312426.880,-234584.885,-77841.995
1.204231,315817.390,-225321.840,-90495.549
1.204359,318695.643,-215693.323,-103002.319
1.204487,321056.970,-205714.950,-115342.019
1.204615,322897.541,-195402.907,-127494.634
1.204744,324214.372,-184773.920,-139440.452
1.204872,325005.325,-173845.229,-151160.097
1.205000,325269.119,-162634.560,-162634.560
1.205128,325005.325,-151160.097,-173845.229
1.205256,324214.372,-139440.452,-184773.920
1.205385,322897.541,-127494.634,-195402.907
1.205513,321056.970,-115342.019,-205714.950
1.205641,318695.643,-103002.319,-215693.323
1.205769,315817.390,-90495.549,-225321.840
1.205897,312426.880,-77841.995,-234584.885
1.206026,308529.613,-65062.181,-243467.432
1.206154,304131.910,-52176.836,-251955.074
1.206282,299240.903,-39206.860,-260034.044
1.206410,293864.527,-26173.290,-267691.237
1.206538,288011.502,-13097.267,-274914.235
1.206667,281691.320,0.000,-281691.320
1.206795,274914.235,13097.267,-288011.502
1.206923,267691.237,26173.290,-293864.527
1.207051,260034.044,39206.860,-299240.903
1.207179,251955.074,52176.836,-304131.910
1.207308,243467.432,65062.181,-308529.613
1.207436,234584.885,77841.995,-312426.880
1.207564,225321.840,90495.549,-315817.390
1.207692,215693.323,103002.319,-318695.643
1.207821,205714.950,115342.019,-321056.970
1.207949,195402.907,127494.634,-322897.541
1.208077,184773.920,139440.452,-324214.372
1.208205,173845.229,151160.097,-325005.325
1.208333,162634.560,162634.560,-325269.119
1.208462,151160.097,173845.229,-325005.325
1.208590,139440.452,184773.920,-324214.372
1.208718,127494.634,195402.907,-322897.541
1.208846,115342.019,205714.950,-321056.970
1.208974,103002.319,215693.323,-318695.643
1.209103,90495.549,225321.840,-315817.390
1.209231,77841.995,234584.885,-312426.880
1.209359,65062.181,243467.432,-308529.613
1.209487,52176.836,251955.074,-304131.910
1.209615,39206.860,260034.044,-299240.903
1.209744,26173.290,267691.237,-293864.527
1.209872,13097.267,274914.235,-288011.502
1.210000,-0.000,281691.320,-281691.320
1.210128,-13097.267,288011.502,-274914.235
1.210256,-26173.290,293864.527,-267691.237
1.210385,-39206.860,299240.903,-260034.044
1.210513,-52176.836,304131.910,-251955.074
1.210641,-65062.181,308529.613,-243467.432
1.210769,-77841.995,312426.880,-234584.885
1.210897,-90495.549,315817.390,-225321.840
1.211026,-103002.319,318695.643,-215693.323
1.211154,-115342.019,321056.970,-205714.950
1.211282,-127494.634,322897.541,-195402.907
1.211410,-139440.452,324214.372,-184773.920
1.211538,-151160.097,325005.325,-173845.229
1.211667,-162634.560,325269.119,-162634.560
1.211795,-173845.229,325005.325,-151160.097
1.211923,-184773.920,324214.372,-139440.452
1.212051,-195402.907,322897.541,-127494.634
1.212179,-205714.950,321056.970,-115342.019
1.212308,-215693.323,318695.643,-103002.319
1.212436,-225321.840,315817.390,-90495.549
1.212564,-234584.885,312426.880,-77841.995
1.212692,-243467.432,308529.613,-65062.181
1.212821,-251955.074,304131.910,-52176.836
1.212949,-260034.044,299240.903,-39206.860
1.213077,-267691.237,293864.527,-26173.290
1.213205,-274914.235,288011.502,-13097.267
1.213333,-281691.320,281691.320,0.000
1.213462,-288011.502,274914.235,13097.267
1.213590,-293864.527,267691.237,26173.290
1.213718,-299240.903,260034.044,39206.860
1.213846,-304131.910,251955.074,52176.836
1.213974,-308529.613,243467.432,65062.181
1.214103,-312426.880,234584.885,77841.995
1.214231,-315817.390,225321.840,90495.549
1.214359,-318695.643,215693.323,103002.319
1.214487,-321056.970,205714.950,115342.019
1.214615,-322897.541,195402.907,127494.634
1.214744,-324214.372,184773.920,139440.452
1.214872,-325005.325,173845.229,151160.097
1.215000,-325269.119,162634.560,162634.560
1.215128,-325005.325,151160.097,173845.229
1.215256,-324214.372,139440.452,184773.920
1.215385,-322897.541,127494.634,195402.907
1.215513,-321056.970,115342.019,205714.950
1.215641,-318695.643,103002.319,215693.323
1.215769,-315817.390,90495.549,225321.840
1.215897,-312426.880,77841.995,234584.885
1.216026,-308529.613,65062.181,243467.432
1.216154,-304131.910,52176.836,251955.074
1.216282,-299240.903,39206.860,260034.044
1.216410,-293864.527,26173.290,267691.237
1.216538,-288011.502,13097.267,274914.235
1.216667,-281691.320,-0.000,281691.320
1.216795,-274914.235,-13097.267,288011.502
1.216923,-267691.237,-26173.290,293864.527
1.217051,-260034.044,-39206.860,299240.903
1.217179,-251955.074,-52176.836,304131.910
1.217308,-243467.432,-65062.181,308529.613
1.217436,-234584.885,-77841.995,312426.880
1.217564,-225321.840,-90495.549,315817.390
1.217692,-215693.323,-103002.319,318695.643
1.217821,-205714.950,-115342.019,321056.970
1.217949,-195402.907,-127494.634,322897.541
1.218077,-184773.920,-139440.452,324214.372
1.218205,-173845.229,-151160.097,325005.325
1.218333,-162634.560,-162634.560,325269.119
1.218462,-151160.097,-173845.229,325005.325
1.218590,-139440.452,-184773.920,324214.372
1.218718,-127494.634,-195402.907,322897.541
1.218846,-115342.019,-205714.950,321056.970
1.218974,-103002.319,-215693.323,318695.643
1.219103,-90495.549,-225321.840,315817.390
1.219231,-77841.995,-234584.885,312426.880
1.219359,-65062.181,-243467.432,308529.613
1.219487,-52176.836,-251955.074,304131.910
1.219615,-39206.860,-260034.044,299240.903
1.219744,-26173.290,-267691.237,293864.527
1.219872,-13097.267,-274914.235,288011.502
1.220000,0.000,-281691.320,281691.320
1.220128,13097.267,-288011.502,274914.235
1.220256,26173.290,-293864.527,267691.237
1.220385,39206.860,-299240.903,260034.044
1.220513,52176.836,-304131.910,251955.074
1.220641,65062.181,-308529.613,243467.432
1.220769,77841.995,-312426.880,234584.885
1.220897,90495.549,-315817.390,225321.840
1.221026,103002.319,-318695.643,215693.323
1.221154,115342.019,-321056.970,205714.950
1.221282,127494.634,-322897.541,195402.907
1.221410,139440.452,-324214.372,184773.920
1.221538,151160.097,-325005.325,173845.229
1.221667,162634.560,-325269.119,162634.560
1.221795,173845.229,-325005.325,151160.097
1.221923,184773.920,-324214.372,139440.452
1.222051,195402.907,-322897.541,127494.634
1.222179,205714.950,-321056.970,115342.019
1.222308,215693.323,-318695.643,103002.319
1.222436,225321.840,-315817.390,90495.549
1.222564,234584.885,-312426.880,77841.995
1.222692,243467.432,-308529.613,65062.181
1.222821,251955.074,-304131.910,52176.836
1.222949,260034.044,-299240.903,39206.860
1.223077,267691.237,-293864.527,26173.290
1.223205,274914.235,-288011.502,13097.267
1.223333,281691.320,-281691.320,-0.000
1.223462,288011.502,-274914.235,-13097.267
1.223590,293864.527,-267691.237,-26173.290
1.223718,299240.903,-260034.044,-39206.860
1.223846,304131.910,-251955.074,-52176.836
1.223974,308529.613,-243467.432,-65062.181
1.224103,312426.880,-234584.885,-77841.995
1.224231,315817.390,-225321.840,-90495.549
1.224359,318695.643,-215693.323,-103002.319
1.224487,321056.970,-205714.950,-115342.019
1.224615,322897.541,-195402.907,-127494.634
1.224744,324214.372,-184773.920,-139440.452
1.224872,325005.325,-173845.229,-151160.097
1.225000,325269.119,-162634.560,-162634.560
1.225128,325005.325,-151160.097,-173845.229
1.225256,324214.372,-139440.452,-184773.920
1.225385,322897.541,-127494.634,-195402.907
1.225513,321056.970,-115342.019,-205714.950
1.225641,318695.643,-103002.319,-215693.323
1.225769,315817.390,-90495.549,-225321.840
1.225897,312426.880,-77841.995,-234584.885
1.226026,308529.613,-65062.181,-243467.432
1.226154,304131.910,-52176.836,-251955.074
1.226282,299240.903,-39206.860,-260034.044
1.226410,293864.527,-26173.290,-267691.237
1.226538,288011.502,-13097.267,-274914.235
1.226667,281691.320,0.000,-281691.320
1.226795,274914.235,13097.267,-288011.502
1.226923,267691.237,26173.290,-293864.527
1.227051,260034.044,39206.860,-299240.903
1.227179,251955.074,52176.836,-304131.910
1.227308,243467.432,65062.181,-308529.613
1.227436,234584.885,77841.995,-312426.880
1.227564,225321.840,90495.549,-315817.390
1.227692,215693.323,103002.319,-318695.643
1.227821,205714.950,115342.019,-321056.970
1.227949,195402.907,127494.634,-322897.541
1.228077,184773.920,139440.452,-324214.372
1.228205,173845.229,151160.097,-325005.325
1.228333,162634.560,162634.560,-325269.119
1.228462,151160.097,173845.229,-325005.325
1.228590,139440.452,184773.920,-324214.372
1.228718,127494.634,195402.907,-322897.541
1.228846,115342.019,205714.950,-321056.970
1.228974,103002.319,215693.323,-318695.643
1.229103,90495.549,225321.840,-315817.390
1.229231,77841.995,234584.885,-312426.880
1.229359,65062.181,243467.432,-308529.613
1.229487,52176.836,251955.074,-304131.910
1.229615,39206.860,260034.044,-299240.903
1.229744,26173.290,267691.237,-293864.527
1.229872,13097.267,274914.235,-288011.502
1.230000,-0.000,281691.320,-281691.320
1.230128,-13097.267,288011.502,-274914.235
1.230256,-26173.290,293864.527,-267691.237
1.230385,-39206.860,299240.903,-260034.044
1.230513,-52176.836,304131.910,-251955.074
1.230641,-65062.181,308529.613,-243467.432
1.230769,-77841.995,312426.880,-234584.885
1.230897,-90495.549,315817.390,-225321.840
1.231026,-103002.319,318695.643,-215693.323
1.231154,-115342.019,321056.970,-205714.950
1.231282,-127494.634,322897.541,-195402.907
1.231410,-139440.452,324214.372,-184773.920
1.231538,-151160.097,325005.325,-173845.229
1.231667,-162634.560,325269.119,-162634.560
1.231795,-173845.229,325005.325,-151160.097
1.231923,-184773.920,324214.372,-139440.452
1.232051,-195402.907,322897.541,-127494.634
1.232179,-205714.950,321056.970,-115342.019
1.232308,-215693.323,318695.643,-103002.319
1.232436,-225321.840,315817.390,-90495.549
1.232564,-234584.885,312426.880,-77841.995
1.232692,-243467.432,308529.613,-65062.181
1.232821,-251955.074,304131.910,-52176.836
1.232949,-260034.044,299240.903,-39206.860
1.233077,-267691.237,293864.527,-26173.290
1.233205,-274914.235,288011.502,-13097.267
1.233333,-281691.320,281691.320,0.000
1.233462,-288011.502,274914.235,13097.267
1.233590,-293864.527,267691.237,26173.290
1.233718,-299240.903,260034.044,39206.860
1.233846,-304131.910,251955.074,52176.836
1.233974,-308529.613,243467.432,65062.181
1.234103,-312426.880,234584.885,77841.995
1.234231,-315817.390,225321.840,90495.549
1.234359,-318695.643,215693.323,103002.319
1.234487,-321056.970,205714.950,115342.019
1.234615,-322897.541,195402.907,127494.634
1.234744,-324214.372,184773.920,139440.452
1.234872,-325005.325,173845.229,151160.097
1.235000,-325269.119,162634.560,162634.560
1.235128,-325005.325,151160.097,173845.229
1.235256,-324214.372,139440.452,184773.920
1.235385,-322897.541,127494.634,195402.907
1.235513,-321056.970,115342.019,205714.950
1.235641,-318695.643,103002.319,215693.323
1.235769,-315817.390,90495.549,225321.840
1.235897,-312426.880,77841.995,234584.885
1.236026,-308529.613,65062.181,243467.432
1.236154,-304131.910,52176.836,251955.074
1.236282,-299240.903,39206.860,260034.044
1.236410,-293864.527,26173.290,267691.237
1.236538,-288011.502,13097.267,274914.235
1.236667,-281691.320,-0.000,281691.320
1.236795,-274914.235,-13097.267,288011.502
1.236923,-267691.237,-26173.290,293864.527
1.237051,-260034.044,-39206.860,299240.903
1.237179,-251955.074,-52176.836,304131.910
1.237308,-243467.432,-65062.181,308529.613
1.237436,-234584.885,-77841.995,312426.880
1.237564,-225321.840,-90495.549,315817.390
1.237692,-215693.323,-103002.319,318695.643
1.237821,-205714.950,-115342.019,321056.970
1.237949,-195402.907,-127494.634,322897.541
1.238077,-184773.920,-139440.452,324214.372
1.238205,-173845.229,-151160.097,325005.325
1.238333,-162634.560,-162634.560,325269.119
1.238462,-151160.097,-173845.229,325005.325
1.238590,-139440.452,-184773.920,324214.372
1.238718,-127494.634,-195402.907,322897.541
1.238846,-115342.019,-205714.950,321056.970
1.238974,-103002.319,-215693.323,318695.643
1.239103,-90495.549,-225321.840,315817.390
1.239231,-77841.995,-234584.885,312426.880
1.239359,-65062.181,-243467.432,308529.613
1.239487,-52176.836,-251955.074,304131.910
1.239615,-39206.860,-260034.044,299240.903
1.239744,-26173.290,-267691.237,293864.527
1.239872,-13097.267,-274914.235,288011.502
1.240000,0.000,-281691.320,281691.320
1.240128,13097.267,-288011.502,274914.235
1.240256,26173.290,-293864.527,267691.237
1.240385,39206.860,-299240.903,260034.044
1.240513,52176.836,-304131.910,251955.074
1.240641,65062.181,-308529.613,243467.432
1.240769,77841.995,-312426.880,234584.885
1.240897,90495.549,-315817.390,225321.840
1.241026,103002.319,-318695.643,215693.323
1.241154,115342.019,-321056.970,205714.950
1.241282,127494.634,-322897.541,195402.907
1.241410,139440.452,-324214.372,184773.920
1.241538,151160.097,-325005.325,173845.229
1.241667,162634.560,-325269.119,162634.560
1.241795,173845.229,-325005.325,151160.097
1.241923,184773.920,-324214.372,139440.452
1.242051,195402.907,-322897.541,127494.634
1.242179,205714.950,-321056.970,115342.019
1.242308,215693.323,-318695.643,103002.319
1.242436,225321.840,-315817.390,90495.549
1.242564,234584.885,-312426.880,77841.995
1.242692,243467.432,-308529.613,65062.181
1.242821,251955.074,-304131.910,52176.836
1.242949,260034.044,-299240.903,39206.860
1.243077,267691.237,-293864.527,26173.290
1.243205,274914.235,-288011.502,13097.267
1.243333,281691.320,-281691.320,-0.000
1.243462,288011.502,-274914.235,-13097.267
1.243590,293864.527,-267691.237,-26173.290
1.243718,299240.903,-260034.044,-39206.860
1.243846,304131.910,-251955.074,-52176.836
1.243974,308529.613,-243467.432,-65062.181
1.244103,312426.880,-234584.885,-77841.995
1.244231,315817.390,-225321.840,-90495.549
1.244359,318695.643,-215693.323,-103002.319
1.244487,321056.970,-205714.950,-115342.019
1.244615,322897.541,-195402.907,-127494.634
1.244744,324214.372,-184773.920,-139440.452
1.244872,325005.325,-173845.229,-151160.097
1.245000,325269.119,-162634.560,-162634.560
1.245128,325005.325,-151160.097,-173845.229
1.245256,324214.372,-139440.452,-184773.920
1.245385,322897.541,-127494.634,-195402.907
1.245513,321056.970,-115342.019,-205714.950
1.245641,318695.643,-103002.319,-215693.323
1.245769,315817.390,-90495.549,-225321.840
1.245897,312426.880,-77841.995,-234584.885
1.246026,308529.613,-65062.181,-243467.432
1.246154,304131.910,-52176.836,-251955.074
1.246282,299240.903,-39206.860,-260034.044
1.246410,293864.527,-26173.290,-267691.237
1.246538,288011.502,-13097.267,-274914.235
1.246667,281691.320,0.000,-281691.320
1.246795,274914.235,13097.267,-288011.502
1.246923,267691.237,26173.290,-293864.527
1.247051,260034.044,39206.860,-299240.903
1.247179,251955.074,52176.836,-304131.910
1.247308,243467.432,65062.181,-308529.613
1.247436,234584.885,77841.995,-312426.880
1.247564,225321.840,90495.549,-315817.390
1.247692,215693.323,103002.319,-318695.643
1.247821,205714.950,115342.019,-321056.970
1.247949,195402.907,127494.634,-322897.541
1.248077,184773.920,139440.452,-324214.372
1.248205,173845.229,151160.097,-325005.325
1.248333,162634.560,162634.560,-325269.119
1.248462,151160.097,173845.229,-325005.325
1.248590,139440.452,184773.920,-324214.372
1.248718,127494.634,195402.907,-322897.541
1.248846,115342.019,205714.950,-321056.970
1.248974,103002.319,215693.323,-318695.643
1.249103,90495.549,225321.840,-315817.390
1.249231,77841.995,234584.885,-312426.880
1.249359,65062.181,243467.432,-308529.613
1.249487,52176.836,251955.074,-304131.910
1.249615,39206.860,260034.044,-299240.903
1.249744,26173.290,267691.237,-293864.527
1.249872,13097.267,274914.235,-288011.502
1.250000,-0.000,281691.320,-281691.320
1.250128,-13097.267,288011.502,-274914.235
1.250256,-26173.290,293864.527,-267691.237
1.250385,-39206.860,299240.903,-260034.044
1.250513,-52176.836,304131.910,-251955.074
1.250641,-65062.181,308529.613,-243467.432
1.250769,-77841.995,312426.880,-234584.885
1.250897,-90495.549,315817.390,-225321.840
1.251026,-103002.319,318695.643,-215693.323
1.251154,-115342.019,321056.970,-205714.950
1.251282,-127494.634,322897.541,-195402.907
1.251410,-139440.452,324214.372,-184773.920
1.251538,-151160.097,325005.325,-173845.229
1.251667,-162634.560,325269.119,-162634.560
1.251795,-173845.229,325005.325,-151160.097
1.251923,-184773.920,324214.372,-139440.452
1.252051,-195402.907,322897.541,-127494.634
1.252179,-205714.950,321056.970,-115342.019
1.252308,-215693.323,318695.643,-103002.319
1.252436,-225321.840,315817.390,-90495.549
1.252564,-234584.885,312426.880,-77841.995
1.252692,-243467.432,308529.613,-65062.181
1.252821,-251955.074,304131.910,-52176.836
1.252949,-260034.044,299240.903,-39206.860
1.253077,-267691.237,293864.527,-26173.290
1.253205,-274914.235,288011.502,-13097.267
1.253333,-281691.320,281691.320,0.000
1.253462,-288011.502,274914.235,13097.267
1.253590,-293864.527,267691.237,26173.290
1.253718,-299240.903,260034.044,39206.860
1.253846,-304131.910,251955.074,52176.836
1.253974,-308529.613,243467.432,65062.181
1.254103,-312426.880,234584.885,77841.995
1.254231,-315817.390,225321.840,90495.549
1.254359,-318695.643,215693.323,103002.319
1.254487,-321056.970,205714.950,115342.019
1.254615,-322897.541,195402.907,127494.634
1.254744,-324214.372,184773.920,139440.452
1.254872,-325005.325,173845.229,151160.097
1.255000,-325269.119,162634.560,162634.560
1.255128,-325005.325,151160.097,173845.229
1.255256,-324214.372,139440.452,184773.920
1.255385,-322897.541,127494.634,195402.907
1.255513,-321056.970,115342.019,205714.950
1.255641,-318695.643,103002.319,215693.323
1.255769,-315817.390,90495.549,225321.840
1.255897,-312426.880,77841.995,234584.885
1.256026,-308529.613,65062.181,243467.432
1.256154,-304131.910,52176.836,251955.074
1.256282,-299240.903,39206.860,260034.044
1.256410,-293864.527,26173.290,267691.237
1.256538,-288011.502,13097.267,274914.235
1.256667,-281691.320,-0.000,281691.320
1.256795,-274914.235,-13097.267,288011.502
1.256923,-267691.237,-26173.290,293864.527
1.257051,-260034.044,-39206.860,299240.903
1.257179,-251955.074,-52176.836,304131.910
1.257308,-243467.432,-65062.181,308529.613
1.257436,-234584.885,-77841.995,312426.880
1.257564,-225321.840,-90495.549,315817.390
1.257692,-215693.323,-103002.319,318695.643
1.257821,-205714.950,-115342.019,321056.970
1.257949,-195402.907,-127494.634,322897.541
1.258077,-184773.920,-139440.452,324214.372
1.258205,-173845.229,-151160.097,325005.325
1.258333,-162634.560,-162634.560,325269.119
1.258462,-151160.097,-173845.229,325005.325
1.258590,-139440.452,-184773.920,324214.372
1.258718,-127494.634,-195402.907,322897.541
1.258846,-115342.019,-205714.950,321056.970
1.258974,-103002.319,-215693.323,318695.643
1.259103,-90495.549,-225321.840,315817.390
1.259231,-77841.995,-234584.885,312426.880
1.259359,-65062.181,-243467.432,308529.613
1.259487,-52176.836,-251955.074,304131.910
1.259615,-39206.860,-260034.044,299240.903
1.259744,-26173.290,-267691.237,293864.527
1.259872,-13097.267,-274914.235,288011.502
1.260000,0.000,-281691.320,281691.320
1.260128,13097.267,-288011.502,274914.235
1.260256,26173.290,-293864.527,267691.237
1.260385,39206.860,-299240.903,260034.044
1.260513,52176.836,-304131.910,251955.074
1.260641,65062.181,-308529.613,243467.432
1.260769,77841.995,-312426.880,234584.885
1.260897,90495.549,-315817.390,225321.840
1.261026,103002.319,-318695.643,215693.323
1.261154,115342.019,-321056.970,205714.950
1.261282,127494.634,-322897.541,195402.907
1.261410,139440.452,-324214.372,184773.920
1.261538,151160.097,-325005.325,173845.229
1.261667,162634.560,-325269.119,162634.560
1.261795,173845.229,-325005.325,151160.097
1.261923,184773.920,-324214.372,139440.452
1.262051,195402.907,-322897.541,127494.634
1.262179,205714.950,-321056.970,115342.019
1.262308,215693.323,-318695.643,103002.319
1.262436,225321.840,-315817.390,90495.549
1.262564,234584.885,-312426.880,77841.995
1.262692,243467.432,-308529.613,65062.181
1.262821,251955.074,-304131.910,52176.836
1.262949,260034.044,-299240.903,39206.860
1.263077,267691.237,-293864.527,26173.290
