t_s,U1_mV,U2_mV,U3_mV
1.561667,162634.560,-325269.119,162634.560
1.561795,173845.229,-325005.325,151160.097
1.561923,184773.920,-324214.372,139440.452
1.562051,195402.907,-322897.541,127494.634
1.562179,205714.950,-321056.970,115342.019
1.562308,215693.323,-318695.643,103002.319
1.562436,225321.840,-315817.390,90495.549
1.562564,234584.885,-312426.880,77841.995
1.562692,243467.432,-308529.613,65062.181
1.562821,251955.074,-304131.910,52176.836
1.562949,260034.044,-299240.903,39206.860
1.563077,267691.237,-293864.527,26173.290
1.563205,274914.235,-288011.502,13097.267
1.563333,281691.320,-281691.320,-0.000
1.563462,288011.502,-274914.235,-13097.267
1.563590,293864.527,-267691.237,-26173.290
1.563718,299240.903,-260034.044,-39206.860
1.563846,304131.910,-251955.074,-52176.836
1.563974,308529.613,-243467.432,-65062.181
1.564103,312426.880,-234584.885,-77841.995
1.564231,315817.390,-225321.840,-90495.550
1.564359,318695.643,-215693.323,-103002.319
1.564487,321056.970,-205714.950,-115342.019
1.564615,322897.541,-195402.907,-127494.634
1.564744,324214.372,-184773.920,-139440.452
1.564872,325005.325,-173845.229,-151160.097
1.565000,325269.119,-162634.560,-162634.560
1.565128,325005.325,-151160.097,-173845.229
1.565256,324214.372,-139440.452,-184773.920
1.565385,322897.541,-127494.634,-195402.907
1.565513,321056.970,-115342.019,-205714.950
1.565641,318695.643,-103002.319,-215693.323
1.565769,315817.390,-90495.549,-225321.840
1.565897,312426.880,-77841.995,-234584.885
1.566026,308529.613,-65062.181,-243467.432
1.566154,304131.910,-52176.836,-251955.074
1.566282,299240.903,-39206.860,-260034.044
1.566410,293864.527,-26173.290,-267691.237
1.566538,288011.502,-13097.267,-274914.235
1.566667,281691.320,0.000,-281691.320
1.566795,274914.235,13097.267,-288011.502
1.566923,267691.237,26173.290,-293864.527
1.567051,260034.044,39206.860,-299240.903
1.567179,251955.074,52176.836,-304131.910
1.567308,243467.432,65062.181,-308529.613
1.567436,234584.885,77841.995,-312426.880
1.567564,225321.840,90495.550,-315817.390
1.567692,215693.323,103002.319,-318695.643
1.567821,205714.950,115342.019,-321056.970
1.567949,195402.907,127494.634,-322897.541
1.568077,184773.920,139440.452,-324214.372
1.568205,173845.229,151160.097,-325005.325
1.568333,162634.560,162634.560,-325269.119
1.568462,151160.097,173845.229,-325005.325
1.568590,139440.452,184773.920,-324214.372
1.568718,127494.634,195402.907,-322897.541
1.568846,115342.019,205714.950,-321056.970
1.568974,103002.319,215693.323,-318695.643
1.569103,90495.549,225321.840,-315817.390
1.569231,77841.995,234584.885,-312426.880
1.569359,65062.181,243467.432,-308529.613
1.569487,52176.836,251955.074,-304131.910
1.569615,39206.860,260034.044,-299240.903
1.569744,26173.290,267691.237,-293864.527
1.569872,13097.267,274914.235,-288011.502
1.570000,-0.000,281691.320,-281691.320
1.570128,-13097.267,288011.502,-274914.235
1.570256,-26173.290,293864.527,-267691.237
1.570385,-39206.860,299240.903,-260034.044
1.570513,-52176.836,304131.910,-251955.074
1.570641,-65062.181,308529.613,-243467.432
1.570769,-77841.995,312426.880,-234584.885
1.570897,-90495.550,315817.390,-225321.840
1.571026,-103002.319,318695.643,-215693.323
1.571154,-115342.019,321056.970,-205714.950
1.571282,-127494.634,322897.541,-195402.907
1.571410,-139440.452,324214.372,-184773.920
1.571538,-151160.097,325005.325,-173845.229
1.571667,-162634.560,325269.119,-162634.560
1.571795,-173845.229,325005.325,-151160.097
1.571923,-184773.920,324214.372,-139440.452
1.572051,-195402.907,322897.541,-127494.634
1.572179,-205714.950,321056.970,-115342.019
1.572308,-215693.323,318695.643,-103002.319
1.572436,-225321.840,315817.390,-90495.549
1.572564,-234584.885,312426.880,-77841.995
1.572692,-243467.432,308529.613,-65062.181
1.572821,-251955.074,304131.910,-52176.836
1.572949,-260034.044,299240.903,-39206.860
1.573077,-267691.237,293864.527,-26173.290
1.573205,-274914.235,288011.502,-13097.267
1.573333,-281691.320,281691.320,0.000
1.573462,-288011.502,274914.235,13097.267
1.573590,-293864.527,267691.237,26173.290
1.573718,-299240.903,260034.044,39206.860
1.573846,-304131.910,251955.074,52176.836
1.573974,-308529.613,243467.432,65062.181
1.574103,-312426.880,234584.885,77841.995
1.574231,-315817.390,225321.840,90495.550
1.574359,-318695.643,215693.323,103002.319
1.574487,-321056.970,205714.950,115342.019
1.574615,-322897.541,195402.907,127494.634
1.574744,-324214.372,184773.920,139440.452
1.574872,-325005.325,173845.229,151160.097
1.575000,-325269.119,162634.560,162634.560
1.575128,-325005.325,151160.097,173845.229
1.575256,-324214.372,139440.452,184773.920
1.575385,-322897.541,127494.634,195402.907
1.575513,-321056.970,115342.019,205714.950
1.575641,-318695.643,103002.319,215693.323
1.575769,-315817.390,90495.549,225321.840
1.575897,-312426.880,77841.995,234584.885
1.576026,-308529.613,65062.181,243467.432
1.576154,-304131.910,52176.836,251955.074
1.576282,-299240.903,39206.860,260034.044
1.576410,-293864.527,26173.290,267691.237
1.576538,-288011.502,13097.267,274914.235
1.576667,-281691.320,-0.000,281691.320
1.576795,-274914.235,-13097.267,288011.502
1.576923,-267691.237,-26173.290,293864.527
1.577051,-260034.044,-39206.860,299240.903
1.577179,-251955.074,-52176.836,304131.910
1.577308,-243467.432,-65062.181,308529.613
1.577436,-234584.885,-77841.995,312426.880
1.577564,-225321.840,-90495.550,315817.390
1.577692,-215693.323,-103002.319,318695.643
1.577821,-205714.950,-115342.019,321056.970
1.577949,-195402.907,-127494.634,322897.541
1.578077,-184773.920,-139440.452,324214.372
1.578205,-173845.229,-151160.097,325005.325
1.578333,-162634.560,-162634.560,325269.119
1.578462,-151160.097,-173845.229,325005.325
1.578590,-139440.452,-184773.920,324214.372
1.578718,-127494.634,-195402.907,322897.541
1.578846,-115342.019,-205714.950,321056.970
1.578974,-103002.319,-215693.323,318695.643
1.579103,-90495.549,-225321.840,315817.390
1.579231,-77841.995,-234584.885,312426.880
1.579359,-65062.181,-243467.432,308529.613
1.579487,-52176.836,-251955.074,304131.910
1.579615,-39206.860,-260034.044,299240.903
1.579744,-26173.290,-267691.237,293864.527
1.579872,-13097.267,-274914.235,288011.502
1.580000,0.000,-281691.320,281691.320
1.580128,13097.267,-288011.502,274914.235
1.580256,26173.290,-293864.527,267691.237
1.580385,39206.860,-299240.903,260034.044
1.580513,52176.836,-304131.910,251955.074
1.580641,65062.181,-308529.613,243467.432
1.580769,77841.995,-312426.880,234584.885
1.580897,90495.550,-315817.390,225321.840
1.581026,103002.319,-318695.643,215693.323
1.581154,115342.019,-321056.970,205714.950
1.581282,127494.634,-322897.541,195402.907
1.581410,139440.452,-324214.372,184773.920
1.581538,151160.097,-325005.325,173845.229
1.581667,162634.560,-325269.119,162634.560
1.581795,173845.229,-325005.325,151160.097
1.581923,184773.920,-324214.372,139440.452
1.582051,195402.907,-322897.541,127494.634
1.582179,205714.950,-321056.970,115342.019
1.582308,215693.323,-318695.643,103002.319
1.582436,225321.840,-315817.390,90495.549
1.582564,234584.885,-312426.880,77841.995
1.582692,243467.432,-308529.613,65062.181
1.582821,251955.074,-304131.910,52176.836
1.582949,260034.044,-299240.903,39206.860
1.583077,267691.237,-293864.527,26173.290
1.583205,274914.235,-288011.502,13097.267
1.583333,281691.320,-281691.320,-0.000
1.583462,288011.502,-274914.235,-13097.267
1.583590,293864.527,-267691.237,-26173.290
1.583718,299240.903,-260034.044,-39206.860
1.583846,304131.910,-251955.074,-52176.836
1.583974,308529.613,-243467.432,-65062.181
1.584103,312426.880,-234584.885,-77841.995
1.584231,315817.390,-225321.840,-90495.550
1.584359,318695.643,-215693.323,-103002.319
1.584487,321056.970,-205714.950,-115342.019
1.584615,322897.541,-195402.907,-127494.634
1.584744,324214.372,-184773.920,-139440.452
1.584872,325005.325,-173845.229,-151160.097
1.585000,325269.119,-162634.560,-162634.560
1.585128,325005.325,-151160.097,-173845.229
1.585256,324214.372,-139440.452,-184773.920
1.585385,322897.541,-127494.634,-195402.907
1.585513,321056.970,-115342.019,-205714.950
1.585641,318695.643,-103002.319,-215693.323
1.585769,315817.390,-90495.549,-225321.840
1.585897,312426.880,-77841.995,-234584.885
1.586026,308529.613,-65062.181,-243467.432
1.586154,304131.910,-52176.836,-251955.074
1.586282,299240.903,-39206.860,-260034.044
1.586410,293864.527,-26173.290,-267691.237
1.586538,288011.502,-13097.267,-274914.235
1.586667,281691.320,0.000,-281691.320
1.586795,274914.235,13097.267,-288011.502
1.586923,267691.237,26173.290,-293864.527
1.587051,260034.044,39206.860,-299240.903
1.587179,251955.074,52176.836,-304131.910
1.587308,243467.432,65062.181,-308529.613
1.587436,234584.885,77841.995,-312426.880
1.587564,225321.840,90495.550,-315817.390
1.587692,215693.323,103002.319,-318695.643
1.587821,205714.950,115342.019,-321056.970
1.587949,195402.907,127494.634,-322897.541
1.588077,184773.920,139440.452,-324214.372
1.588205,173845.229,151160.097,-325005.325
1.588333,162634.560,162634.560,-325269.119
1.588462,151160.097,173845.229,-325005.325
1.588590,139440.452,184773.920,-324214.372
1.588718,127494.634,195402.907,-322897.541
1.588846,115342.019,205714.950,-321056.970
1.588974,103002.319,215693.323,-318695.643
1.589103,90495.549,225321.840,-315817.390
1.589231,77841.995,234584.885,-312426.880
1.589359,65062.181,243467.432,-308529.613
1.589487,52176.836,251955.074,-304131.910
1.589615,39206.860,260034.044,-299240.903
1.589744,26173.290,267691.237,-293864.527
1.589872,13097.267,274914.235,-288011.502
1.590000,-0.000,281691.320,-281691.320
1.590128,-13097.267,288011.502,-274914.235
1.590256,-26173.290,293864.527,-267691.237
1.590385,-39206.860,299240.903,-260034.044
1.590513,-52176.836,304131.910,-251955.074
1.590641,-65062.181,308529.613,-243467.432
1.590769,-77841.995,312426.880,-234584.885
1.590897,-90495.550,315817.390,-225321.840
1.591026,-103002.319,318695.643,-215693.323
1.591154,-115342.019,321056.970,-205714.950
1.591282,-127494.634,322897.541,-195402.907
1.591410,-139440.452,324214.372,-184773.920
1.591538,-151160.097,325005.325,-173845.229
1.591667,-162634.560,325269.119,-162634.560
1.591795,-173845.229,325005.325,-151160.097
1.591923,-184773.920,324214.372,-139440.452
1.592051,-195402.907,322897.541,-127494.634
1.592179,-205714.950,321056.970,-115342.019
1.592308,-215693.323,318695.643,-103002.319
1.592436,-225321.840,315817.390,-90495.549
1.592564,-234584.885,312426.880,-77841.995
1.592692,-243467.432,308529.613,-65062.181
1.592821,-251955.074,304131.910,-52176.836
1.592949,-260034.044,299240.903,-39206.860
1.593077,-267691.237,293864.527,-26173.290
1.593205,-274914.235,288011.502,-13097.267
1.593333,-281691.320,281691.320,0.000
1.593462,-288011.502,274914.235,13097.267
1.593590,-293864.527,267691.237,26173.290
1.593718,-299240.903,260034.044,39206.860
1.593846,-304131.910,251955.074,52176.836
1.593974,-308529.613,243467.432,65062.181
1.594103,-312426.880,234584.885,77841.995
1.594231,-315817.390,225321.840,90495.550
1.594359,-318695.643,215693.323,103002.319
1.594487,-321056.970,205714.950,115342.019
1.594615,-322897.541,195402.907,127494.634
1.594744,-324214.372,184773.920,139440.452
1.594872,-325005.325,173845.229,151160.097
1.595000,-325269.119,162634.560,162634.560
1.595128,-325005.325,151160.097,173845.229
1.595256,-324214.372,139440.452,184773.920
1.595385,-322897.541,127494.634,195402.907
1.595513,-321056.970,115342.019,205714.950
1.595641,-318695.643,103002.319,215693.323
1.595769,-315817.390,90495.549,225321.840
1.595897,-312426.880,77841.995,234584.885
1.596026,-308529.613,65062.181,243467.432
1.596154,-304131.910,52176.836,251955.074
1.596282,-299240.903,39206.860,260034.044
1.596410,-293864.527,26173.290,267691.237
1.596538,-288011.502,13097.267,274914.235
1.596667,-281691.320,-0.000,281691.320
1.596795,-274914.235,-13097.267,288011.502
1.596923,-267691.237,-26173.290,293864.527
1.597051,-260034.044,-39206.860,299240.903
1.597179,-251955.074,-52176.836,304131.910
1.597308,-243467.432,-65062.181,308529.613
1.597436,-234584.885,-77841.995,312426.880
1.597564,-225321.840,-90495.550,315817.390
1.597692,-215693.323,-103002.319,318695.643
1.597821,-205714.950,-115342.019,321056.970
1.597949,-195402.907,-127494.634,322897.541
1.598077,-184773.920,-139440.452,324214.372
1.598205,-173845.229,-151160.097,325005.325
1.598333,-162634.560,-162634.560,325269.119
1.598462,-151160.097,-173845.229,325005.325
1.598590,-139440.452,-184773.920,324214.372
1.598718,-127494.634,-195402.907,322897.541
1.598846,-115342.019,-205714.950,321056.970
1.598974,-103002.319,-215693.323,318695.643
1.599103,-90495.549,-225321.840,315817.390
1.599231,-77841.995,-234584.885,312426.880
1.599359,-65062.181,-243467.432,308529.613
1.599487,-52176.836,-251955.074,304131.910
1.599615,-39206.860,-260034.044,299240.903
1.599744,-26173.290,-267691.237,293864.527
1.599872,-13097.267,-274914.235,288011.502
1.600000,0.000,-281691.320,281691.320
1.600128,13097.267,-288011.502,274914.235
1.600256,26173.290,-293864.527,267691.237
1.600385,39206.860,-299240.903,260034.044
1.600513,52176.836,-304131.910,251955.074
1.600641,65062.181,-308529.613,243467.432
1.600769,77841.995,-312426.880,234584.885
1.600897,90495.550,-315817.390,225321.840
1.601026,103002.319,-318695.643,215693.323
1.601154,115342.019,-321056.970,205714.950
1.601282,127494.634,-322897.541,195402.907
1.601410,139440.452,-324214.372,184773.920
1.601538,151160.097,-325005.325,173845.229
1.601667,162634.560,-325269.119,162634.560
1.601795,173845.229,-325005.325,151160.097
1.601923,184773.920,-324214.372,139440.452
1.602051,195402.907,-322897.541,127494.634
1.602179,205714.950,-321056.970,115342.019
1.602308,215693.323,-318695.643,103002.319
1.602436,225321.840,-315817.390,90495.549
1.602564,234584.885,-312426.880,77841.995
1.602692,243467.432,-308529.613,65062.181
1.602821,251955.074,-304131.910,52176.836
1.602949,260034.044,-299240.903,39206.860
1.603077,267691.237,-293864.527,26173.290
1.603205,274914.235,-288011.502,13097.267
1.603333,281691.320,-281691.320,-0.000
1.603462,288011.502,-274914.235,-13097.267
1.603590,293864.527,-267691.237,-26173.290
1.603718,299240.903,-260034.044,-39206.860
1.603846,304131.910,-251955.074,-52176.836
1.603974,308529.613,-243467.432,-65062.181
1.604103,312426.880,-234584.885,-77841.995
1.604231,315817.390,-225321.840,-90495.550
1.604359,318695.643,-215693.323,-103002.319
1.604487,321056.970,-205714.950,-115342.019
1.604615,322897.541,-195402.907,-127494.634
1.604744,324214.372,-184773.920,-139440.452
1.604872,325005.325,-173845.229,-151160.097
1.605000,325269.119,-162634.560,-162634.560
1.605128,325005.325,-151160.097,-173845.229
1.605256,324214.372,-139440.452,-184773.920
1.605385,322897.541,-127494.634,-195402.907
1.605513,321056.970,-115342.019,-205714.950
1.605641,318695.643,-103002.319,-215693.323
1.605769,315817.390,-90495.549,-225321.840
1.605897,312426.880,-77841.995,-234584.885
1.606026,308529.613,-65062.181,-243467.432
1.606154,304131.910,-52176.836,-251955.074
1.606282,299240.903,-39206.860,-260034.044
1.606410,293864.527,-26173.290,-267691.237
1.606538,288011.502,-13097.267,-274914.235
1.606667,281691.320,0.000,-281691.320
1.606795,274914.235,13097.267,-288011.502
1.606923,267691.237,26173.290,-293864.527
1.607051,260034.044,39206.860,-299240.903
1.607179,251955.074,52176.836,-304131.910
1.607308,243467.432,65062.181,-308529.613
1.607436,234584.885,77841.995,-312426.880
1.607564,225321.840,90495.550,-315817.390
1.607692,215693.323,103002.319,-318695.643
1.607821,205714.950,115342.019,-321056.970
1.607949,195402.907,127494.634,-322897.541
1.608077,184773.920,139440.452,-324214.372
1.608205,173845.229,151160.097,-325005.325
1.608333,162634.560,162634.560,-325269.119
1.608462,151160.097,173845.229,-325005.325
1.608590,139440.452,184773.920,-324214.372
1.608718,127494.634,195402.907,-322897.541
1.608846,115342.019,205714.950,-321056.970
1.608974,103002.319,215693.323,-318695.643
1.609103,90495.549,225321.840,-315817.390
1.609231,77841.995,234584.885,-312426.880
1.609359,65062.181,243467.432,-308529.613
1.609487,52176.836,251955.074,-304131.910
1.609615,39206.860,260034.044,-299240.903
1.609744,26173.290,267691.237,-293864.527
1.609872,13097.267,274914.235,-288011.502
1.610000,-0.000,281691.320,-281691.320
1.610128,-13097.267,288011.502,-274914.235
1.610256,-26173.290,293864.527,-267691.237
1.610385,-39206.860,299240.903,-260034.044
1.610513,-52176.836,304131.910,-251955.074
1.610641,-65062.181,308529.613,-243467.432
1.610769,-77841.995,312426.880,-234584.885
1.610897,-90495.550,315817.390,-225321.840
1.611026,-103002.319,318695.643,-215693.323
1.611154,-115342.019,321056.970,-205714.950
1.611282,-127494.634,322897.541,-195402.907
1.611410,-139440.452,324214.372,-184773.920
1.611538,-151160.097,325005.325,-173845.229
1.611667,-162634.560,325269.119,-162634.560
1.611795,-173845.229,325005.325,-151160.097
1.611923,-184773.920,324214.372,-139440.452
1.612051,-195402.907,322897.541,-127494.634
1.612179,-205714.950,321056.970,-115342.019
1.612308,-215693.323,318695.643,-103002.319
1.612436,-225321.840,315817.390,-90495.549
1.612564,-234584.885,312426.880,-77841.995
1.612692,-243467.432,308529.613,-65062.181
1.612821,-251955.074,304131.910,-52176.836
1.612949,-260034.044,299240.903,-39206.860
1.613077,-267691.237,293864.527,-26173.290
1.613205,-274914.235,288011.502,-13097.267
1.613333,-281691.320,281691.320,0.000
1.613462,-288011.502,274914.235,13097.267
1.613590,-293864.527,267691.237,26173.290
1.613718,-299240.903,260034.044,39206.860
1.613846,-304131.910,251955.074,52176.836
1.613974,-308529.613,243467.432,65062.181
1.614103,-312426.880,234584.885,77841.995
1.614231,-315817.390,225321.840,90495.550
1.614359,-318695.643,215693.323,103002.319
1.614487,-321056.970,205714.950,115342.019
1.614615,-322897.541,195402.907,127494.634
1.614744,-324214.372,184773.920,139440.452
1.614872,-325005.325,173845.229,151160.097
1.615000,-325269.119,162634.560,162634.560
1.615128,-325005.325,151160.097,173845.229
1.615256,-324214.372,139440.452,184773.920
1.615385,-322897.541,127494.634,195402.907
1.615513,-321056.970,115342.019,205714.950
1.615641,-318695.643,103002.319,215693.323
1.615769,-315817.390,90495.549,225321.840
1.615897,-312426.880,77841.995,234584.885
1.616026,-308529.613,65062.181,243467.432
1.616154,-304131.910,52176.836,251955.074
1.616282,-299240.903,39206.860,260034.044
1.616410,-293864.527,26173.290,267691.237
1.616538,-288011.502,13097.267,274914.235
1.616667,-281691.320,-0.000,281691.320
1.616795,-274914.235,-13097.267,288011.502
1.616923,-267691.237,-26173.290,293864.527
1.617051,-260034.044,-39206.860,299240.903
1.617179,-251955.074,-52176.836,304131.910
1.617308,-243467.432,-65062.181,308529.613
1.617436,-234584.885,-77841.995,312426.880
1.617564,-225321.840,-90495.550,315817.390
1.617692,-215693.323,-103002.319,318695.643
1.617821,-205714.950,-115342.019,321056.970
1.617949,-195402.907,-127494.634,322897.541
1.618077,-184773.920,-139440.452,324214.372
1.618205,-173845.229,-151160.097,325005.325
1.618333,-162634.560,-162634.560,325269.119
1.618462,-151160.097,-173845.229,325005.325
1.618590,-139440.452,-184773.920,324214.372
1.618718,-127494.634,-195402.907,322897.541
1.618846,-115342.019,-205714.950,321056.970
1.618974,-103002.319,-215693.323,318695.643
1.619103,-90495.549,-225321.840,315817.390
1.619231,-77841.995,-234584.885,312426.880
1.619359,-65062.181,-243467.432,308529.613
1.619487,-52176.836,-251955.074,304131.910
1.619615,-39206.860,-260034.044,299240.903
1.619744,-26173.290,-267691.237,293864.527
1.619872,-13097.267,-274914.235,288011.502
1.620000,0.000,-281691.320,281691.320
1.620128,13097.267,-288011.502,274914.235
1.620256,26173.290,-293864.527,267691.237
1.620385,39206.860,-299240.903,260034.044
1.620513,52176.836,-304131.910,251955.074
1.620641,65062.181,-308529.613,243467.432
1.620769,77841.995,-312426.880,234584.885
1.620897,90495.550,-315817.390,225321.840
1.621026,103002.319,-318695.643,215693.323
1.621154,115342.019,-321056.970,205714.950
1.621282,127494.634,-322897.541,195402.907
1.621410,139440.452,-324214.372,184773.920
1.621538,151160.097,-325005.325,173845.229
1.621667,162634.560,-325269.119,162634.560
1.621795,173845.229,-325005.325,151160.097
1.621923,184773.920,-324214.372,139440.452
1.622051,195402.907,-322897.541,127494.634
1.622179,205714.950,-321056.970,115342.019
1.622308,215693.323,-318695.643,103002.319
1.622436,225321.840,-315817.390,90495.549
1.622564,234584.885,-312426.880,77841.995
1.622692,243467.432,-308529.613,65062.181
1.622821,251955.074,-304131.910,52176.836
1.622949,260034.044,-299240.903,39206.860
1.623077,267691.237,-293864.527,26173.290
1.623205,274914.235,-288011.502,13097.267
1.623333,281691.320,-281691.320,-0.000
1.623462,288011.502,-274914.235,-13097.267
1.623590,293864.527,-267691.237,-26173.290
1.623718,299240.903,-260034.044,-39206.860
1.623846,304131.910,-251955.074,-52176.836
1.623974,308529.613,-243467.432,-65062.181
1.624103,312426.880,-234584.885,-77841.995
1.624231,315817.390,-225321.840,-90495.550
1.624359,318695.643,-215693.323,-103002.319
1.624487,321056.970,-205714.950,-115342.019
1.624615,322897.541,-195402.907,-127494.634
1.624744,324214.372,-184773.920,-139440.452
1.624872,325005.325,-173845.229,-151160.097
1.625000,325269.119,-162634.560,-162634.560
1.625128,325005.325,-151160.097,-173845.229
1.625256,324214.372,-139440.452,-184773.920
1.625385,322897.541,-127494.634,-195402.907
1.625513,321056.970,-115342.019,-205714.950
1.625641,318695.643,-103002.319,-215693.323
1.625769,315817.390,-90495.549,-225321.840
1.625897,312426.880,-77841.995,-234584.885
1.626026,308529.613,-65062.181,-243467.432
1.626154,304131.910,-52176.836,-251955.074
1.626282,299240.903,-39206.860,-260034.044
1.626410,293864.527,-26173.290,-267691.237
1.626538,288011.502,-13097.267,-274914.235
1.626667,281691.320,0.000,-281691.320
1.626795,274914.235,13097.267,-288011.502
1.626923,267691.237,26173.290,-293864.527
1.627051,260034.044,39206.860,-299240.903
1.627179,251955.074,52176.836,-304131.910
1.627308,243467.432,65062.181,-308529.613
1.627436,234584.885,77841.995,-312426.880
1.627564,225321.840,90495.550,-315817.390
1.627692,215693.323,103002.319,-318695.643
1.627821,205714.950,115342.019,-321056.970
1.627949,195402.907,127494.634,-322897.541
1.628077,184773.920,139440.452,-324214.372
1.628205,173845.229,151160.097,-325005.325
1.628333,162634.560,162634.560,-325269.119
1.628462,151160.097,173845.229,-325005.325
1.628590,139440.452,184773.920,-324214.372
1.628718,127494.634,195402.907,-322897.541
1.628846,115342.019,205714.950,-321056.970
1.628974,103002.319,215693.323,-318695.643
1.629103,90495.549,225321.840,-315817.390
1.629231,77841.995,234584.885,-312426.880
1.629359,65062.181,243467.432,-308529.613
1.629487,52176.836,251955.074,-304131.910
1.629615,39206.860,260034.044,-299240.903
1.629744,26173.290,267691.237,-293864.527
1.629872,13097.267,274914.235,-288011.502
1.630000,-0.000,281691.320,-281691.320
1.630128,-13097.267,288011.502,-274914.235
1.630256,-26173.290,293864.527,-267691.237
1.630385,-39206.860,299240.903,-260034.044
1.630513,-52176.836,304131.910,-251955.074
1.630641,-65062.181,308529.613,-243467.432
1.630769,-77841.995,312426.880,-234584.885
1.630897,-90495.550,315817.390,-225321.840
1.631026,-103002.319,318695.643,-215693.323
1.631154,-115342.019,321056.970,-205714.950
1.631282,-127494.634,322897.541,-195402.907
1.631410,-139440.452,324214.372,-184773.920
1.631538,-151160.097,325005.325,-173845.229
1.631667,-162634.560,325269.119,-162634.560
1.631795,-173845.229,325005.325,-151160.097
1.631923,-184773.920,324214.372,-139440.452
1.632051,-195402.907,322897.541,-127494.634
1.632179,-205714.950,321056.970,-115342.019
1.632308,-215693.323,318695.643,-103002.319
1.632436,-225321.840,315817.390,-90495.549
1.632564,-234584.885,312426.880,-77841.995
1.632692,-243467.432,308529.613,-65062.181
1.632821,-251955.074,304131.910,-52176.836
1.632949,-260034.044,299240.903,-39206.860
1.633077,-267691.237,293864.527,-26173.290
1.633205,-274914.235,288011.502,-13097.267
1.633333,-281691.320,281691.320,0.000
1.633462,-288011.502,274914.235,13097.267
1.633590,-293864.527,267691.237,26173.290
1.633718,-299240.903,260034.044,39206.860
1.633846,-304131.910,251955.074,52176.836
1.633974,-308529.613,243467.432,65062.181
1.634103,-312426.880,234584.885,77841.995
1.634231,-315817.390,225321.840,90495.550
1.634359,-318695.643,215693.323,103002.319
1.634487,-321056.970,205714.950,115342.019
1.634615,-322897.541,195402.907,127494.634
1.634744,-324214.372,184773.920,139440.452
1.634872,-325005.325,173845.229,151160.097
1.635000,-325269.119,162634.560,162634.560
1.635128,-325005.325,151160.097,173845.229
1.635256,-324214.372,139440.452,184773.920
1.635385,-322897.541,127494.634,195402.907
1.635513,-321056.970,115342.019,205714.950
1.635641,-318695.643,103002.319,215693.323
1.635769,-315817.390,90495.549,225321.840
1.635897,-312426.880,77841.995,234584.885
1.636026,-308529.613,65062.181,243467.432
1.636154,-304131.910,52176.836,251955.074
1.636282,-299240.903,39206.860,260034.044
1.636410,-293864.527,26173.290,267691.237
1.636538,-288011.502,13097.267,274914.235
1.636667,-281691.320,-0.000,281691.320
1.636795,-274914.235,-13097.267,288011.502
1.636923,-267691.237,-26173.290,293864.527
1.637051,-260034.044,-39206.860,299240.903
1.637179,-251955.074,-52176.836,304131.910
1.637308,-243467.432,-65062.181,308529.613
1.637436,-234584.885,-77841.995,312426.880
1.637564,-225321.840,-90495.550,315817.390
1.637692,-215693.323,-103002.319,318695.643
1.637821,-205714.950,-115342.019,321056.970
1.637949,-195402.907,-127494.634,322897.541
1.638077,-184773.920,-139440.452,324214.372
1.638205,-173845.229,-151160.097,325005.325
1.638333,-162634.560,-162634.560,325269.119
1.638462,-151160.097,-173845.229,325005.325
1.638590,-139440.452,-184773.920,324214.372
1.638718,-127494.634,-195402.907,322897.541
1.638846,-115342.019,-205714.950,321056.970
1.638974,-103002.319,-215693.323,318695.643
1.639103,-90495.549,-225321.840,315817.390
1.639231,-77841.995,-234584.885,312426.880
1.639359,-65062.181,-243467.432,308529.613
1.639487,-52176.836,-251955.074,304131.910
1.639615,-39206.860,-260034.044,299240.903
1.639744,-26173.290,-267691.237,293864.527
1.639872,-13097.267,-274914.235,288011.502
1.640000,0.000,-281691.320,281691.320
1.640128,13097.267,-288011.502,274914.235
1.640256,26173.290,-293864.527,267691.237
1.640385,39206.860,-299240.903,260034.044
1.640513,52176.836,-304131.910,251955.074
1.640641,65062.181,-308529.613,243467.432
1.640769,77841.995,-312426.880,234584.885
1.640897,90495.550,-315817.390,225321.840
1.641026,103002.319,-318695.643,215693.323
1.641154,115342.019,-321056.970,205714.950
1.641282,127494.634,-322897.541,195402.907
1.641410,139440.452,-324214.372,184773.920
1.641538,151160.097,-325005.325,173845.229
1.641667,162634.560,-325269.119,162634.560
1.641795,173845.229,-325005.325,151160.097
1.641923,184773.920,-324214.372,139440.452
1.642051,195402.907,-322897.541,127494.634
1.642179,205714.950,-321056.970,115342.019
1.642308,215693.323,-318695.643,103002.319
1.642436,225321.840,-315817.390,90495.549
1.642564,234584.885,-312426.880,77841.995
1.642692,243467.432,-308529.613,65062.181
1.642821,251955.074,-304131.910,52176.836
1.642949,260034.044,-299240.903,39206.860
1.643077,267691.237,-293864.527,26173.290
1.643205,274914.235,-288011.502,13097.267
1.643333,281691.320,-281691.320,-0.000
1.643462,288011.502,-274914.235,-13097.267
1.643590,293864.527,-267691.237,-26173.290
1.643718,299240.903,-260034.044,-39206.860
1.643846,304131.910,-251955.074,-52176.836
1.643974,308529.613,-243467.432,-65062.181
1.644103,312426.880,-234584.885,-77841.995
1.644231,315817.390,-225321.840,-90495.550
1.644359,318695.643,-215693.323,-103002.319
1.644487,321056.970,-205714.950,-115342.019
1.644615,322897.541,-195402.907,-127494.634
1.644744,324214.372,-184773.920,-139440.452
1.644872,325005.325,-173845.229,-151160.097
1.645000,325269.119,-162634.560,-162634.560
